Id,Nombre,Apellido,Codigo De Vuelo, Tipo Pasajero, Estado Vuelo
894,Gabbie,Pizarro,FR5678G,42000.00,EconomyClass,En Horario
83,Lesya,Pino,IB0800A,15000.00,ExecutiveClass,Aterrizado
207,Maddie,Pino,TU6789B,33000.00,FirstClass,Aterrizado
331,Booth,Pino,TU6789B,15000.00,EconomyClass,Aterrizado
455,Hilly,Pino,GU2345F,30000.00,ExecutiveClass,En Vuelo
579,Shel,Pino,HY4567D,25000.00,FirstClass,Demorado
703,Alverta,Pino,HY4567D,25000.00,EconomyClass,Demorado
827,Angeli,Pino,FR5678G,20000.00,EconomyClass,En Horario
951,Wake,Pino,BR3456J,25000.00,EconomyClass,Demorado
77,Sacha,Peña,IB0800A,25000.00,ExecutiveClass,Aterrizado
201,Odey,Peña,BA2491A,20000.00,EconomyClass,Aterrizado
325,Maynord,Peña,BA2491A,42000.00,EconomyClass,Aterrizado
449,Julietta,Peña,GU2345F,42000.00,ExecutiveClass,En Vuelo
573,Sutherlan,Peña,GU2345F,10000.00,EconomyClass,En Vuelo
697,Robbie,Peña,HY4567D,30000.00,EconomyClass,Demorado
821,Trevor,Peña,FR5678G,10000.00,EconomyClass,En Horario
945,Cherice,Peña,BR3456J,15000.00,EconomyClass,Demorado
63,Loy,Parra,MM0987B,15000.00,FirstClass,En Horario
187,Sebastien,Parra,MM0987B,37000.00,ExecutiveClass,En Horario
311,Tabor,Parra,TU6789B,37000.00,EconomyClass,Aterrizado
435,Wesley,Parra,GU2345F,10000.00,FirstClass,En Vuelo
559,Jessamine,Parra,GU2345F,18000.00,EconomyClass,En Vuelo
683,Jaquenette,Parra,HY4567D,25000.00,EconomyClass,Demorado
807,Wini,Parra,FR5678G,37000.00,EconomyClass,En Horario
931,Callie,Parra,BR3456J,10000.00,EconomyClass,Demorado
84,Tatiania,Palma,IB0800A,20000.00,ExecutiveClass,Aterrizado
208,Weider,Palma,TU6789B,50000.00,FirstClass,Aterrizado
332,Eden,Palma,TU6789B,18000.00,EconomyClass,Aterrizado
456,Leeanne,Palma,GU2345F,10000.00,ExecutiveClass,En Vuelo
580,Delaney,Palma,HY4567D,50000.00,FirstClass,Demorado
704,Pauly,Palma,HY4567D,30000.00,EconomyClass,Demorado
828,Norbert,Palma,FR5678G,20000.00,EconomyClass,En Horario
952,Edwina,Palma,MM0987B,42000.00,EconomyClass,En Horario
55,Corina,Ortiz,MM0987B,37000.00,FirstClass,En Horario
179,Lynea,Ortiz,MM0987B,20000.00,ExecutiveClass,En Horario
303,Charin,Ortiz,TU6789B,12000.00,EconomyClass,Aterrizado
427,Carine,Ortiz,GU2345F,33000.00,FirstClass,En Vuelo
551,Gauthier,Ortiz,GU2345F,12000.00,EconomyClass,En Vuelo
675,Immanuel,Ortiz,HY4567D,33000.00,EconomyClass,Demorado
799,Emmaline,Ortiz,FR5678G,37000.00,ExecutiveClass,En Horario
923,Ezekiel,Ortiz,BR3456J,20000.00,ExecutiveClass,Demorado
95,Kyrstin,Ortega,IB0800A,37000.00,ExecutiveClass,Aterrizado
219,Kaile,Ortega,TU6789B,33000.00,FirstClass,Aterrizado
343,Johannes,Ortega,TU6789B,18000.00,EconomyClass,Aterrizado
467,Svend,Ortega,GU2345F,25000.00,ExecutiveClass,En Vuelo
591,Emlyn,Ortega,HY4567D,50000.00,FirstClass,Demorado
715,Lucky,Ortega,IB0800A,42000.00,EconomyClass,Aterrizado
839,Oralia,Ortega,FR5678G,10000.00,EconomyClass,En Horario
963,Arley,Ortega,BR3456J,33000.00,EconomyClass,Demorado
50,Carroll,Orellana,IB0800A,42000.00,FirstClass,Aterrizado
174,Prentiss,Orellana,IB0800A,30000.00,EconomyClass,Aterrizado
298,Sayre,Orellana,TU6789B,18000.00,EconomyClass,Aterrizado
422,Jennifer,Orellana,GU2345F,15000.00,FirstClass,En Vuelo
546,Henrie,Orellana,GU2345F,50000.00,EconomyClass,En Vuelo
670,Arlette,Orellana,HY4567D,30000.00,EconomyClass,Demorado
794,Harv,Orellana,FR5678G,42000.00,ExecutiveClass,En Horario
918,Alysia,Orellana,MM0987B,37000.00,EconomyClass,En Horario
52,Carline,Olivares,IB0800A,12000.00,FirstClass,Aterrizado
176,Wanids,Olivares,MM0987B,30000.00,ExecutiveClass,En Horario
300,Zabrina,Olivares,TU6789B,12000.00,EconomyClass,Aterrizado
424,Chuck,Olivares,GU2345F,33000.00,FirstClass,En Vuelo
548,Mab,Olivares,GU2345F,25000.00,EconomyClass,En Vuelo
672,Sheila-kathryn,Olivares,HY4567D,10000.00,EconomyClass,Demorado
796,Hersh,Olivares,FR5678G,33000.00,ExecutiveClass,En Horario
920,Gretna,Olivares,BR3456J,42000.00,ExecutiveClass,Demorado
36,Cristie,Núñez,BA2491A,10000.00,FirstClass,Aterrizado
160,Leonie,Núñez,IB0800A,50000.00,EconomyClass,Aterrizado
284,Sidonia,Núñez,TU6789B,10000.00,ExecutiveClass,Aterrizado
408,Benson,Núñez,TU6789B,20000.00,EconomyClass,Aterrizado
532,Nathalie,Núñez,GU2345F,37000.00,EconomyClass,En Vuelo
656,Filmer,Núñez,HY4567D,50000.00,EconomyClass,Demorado
780,Tootsie,Núñez,FR5678G,25000.00,ExecutiveClass,En Horario
904,Josiah,Núñez,BR3456J,12000.00,FirstClass,Demorado
61,Deeyn,Navarro,MM0987B,20000.00,FirstClass,En Horario
120,Lorettalorna,Navarro,MM0987B,25000.00,ExecutiveClass,En Horario
185,Marcellus,Navarro,MM0987B,30000.00,ExecutiveClass,En Horario
244,Cal,Navarro,TU6789B,42000.00,ExecutiveClass,Aterrizado
309,Ernestus,Navarro,TU6789B,12000.00,EconomyClass,Aterrizado
368,Clywd,Navarro,TU6789B,33000.00,EconomyClass,Aterrizado
433,Emmit,Navarro,GU2345F,12000.00,FirstClass,En Vuelo
492,Minny,Navarro,GU2345F,33000.00,EconomyClass,En Vuelo
557,Babbie,Navarro,GU2345F,15000.00,EconomyClass,En Vuelo
616,Hetti,Navarro,HY4567D,30000.00,ExecutiveClass,Demorado
681,Burgess,Navarro,HY4567D,12000.00,EconomyClass,Demorado
740,Chen,Navarro,FR5678G,37000.00,FirstClass,En Horario
805,Fred,Navarro,FR5678G,25000.00,EconomyClass,En Horario
864,Alonzo,Navarro,FR5678G,12000.00,EconomyClass,En Horario
929,Melody,Navarro,BR3456J,20000.00,EconomyClass,Demorado
988,Dawn,Navarro,BA2491A,37000.00,EconomyClass,Aterrizado
999,Tamarra,Navarro,MM0987B,15000.00,EconomyClass,En Horario
88,George,Navarrete,MM0987B,30000.00,ExecutiveClass,En Horario
212,Thomasina,Navarrete,TU6789B,42000.00,FirstClass,Aterrizado
336,Dominique,Navarrete,TU6789B,37000.00,EconomyClass,Aterrizado
460,Mac,Navarrete,GU2345F,20000.00,ExecutiveClass,En Vuelo
584,Basil,Navarrete,HY4567D,12000.00,FirstClass,Demorado
708,Merle,Navarrete,HY4567D,10000.00,EconomyClass,Demorado
832,Olivier,Navarrete,FR5678G,20000.00,EconomyClass,En Horario
956,Sioux,Navarrete,MM0987B,12000.00,EconomyClass,En Horario
2,Ulrike,Muñoz,IB0800A,25000.00,FirstClass,Aterrizado
116,Tracey,Muñoz,IB0800A,20000.00,ExecutiveClass,Aterrizado
126,Fonzie,Muñoz,IB0800A,15000.00,EconomyClass,Aterrizado
240,Billie,Muñoz,TU6789B,37000.00,FirstClass,Aterrizado
250,Tiphani,Muñoz,TU6789B,42000.00,ExecutiveClass,Aterrizado
364,Junie,Muñoz,TU6789B,20000.00,EconomyClass,Aterrizado
374,Dalis,Muñoz,TU6789B,42000.00,EconomyClass,Aterrizado
488,Hedvige,Muñoz,GU2345F,37000.00,EconomyClass,En Vuelo
498,Gretchen,Muñoz,GU2345F,12000.00,EconomyClass,En Vuelo
612,Fidole,Muñoz,HY4567D,30000.00,ExecutiveClass,Demorado
622,Hestia,Muñoz,HY4567D,18000.00,ExecutiveClass,Demorado
736,Arvie,Muñoz,IB0800A,15000.00,EconomyClass,Aterrizado
746,Rosemarie,Muñoz,FR5678G,10000.00,FirstClass,En Horario
860,Fair,Muñoz,FR5678G,37000.00,EconomyClass,En Horario
870,Pearla,Muñoz,FR5678G,33000.00,EconomyClass,En Horario
984,Pebrook,Muñoz,BA2491A,33000.00,EconomyClass,Aterrizado
995,Maxi,Muñoz,MM0987B,18000.00,EconomyClass,En Horario
85,Trenton,Moreno,IB0800A,12000.00,ExecutiveClass,Aterrizado
114,Freddie,Moreno,IB0800A,12000.00,ExecutiveClass,Aterrizado
209,Asia,Moreno,TU6789B,37000.00,FirstClass,Aterrizado
238,Leeanne,Moreno,TU6789B,15000.00,FirstClass,Aterrizado
333,Cornie,Moreno,TU6789B,15000.00,EconomyClass,Aterrizado
362,Buddy,Moreno,TU6789B,50000.00,EconomyClass,Aterrizado
457,Arnaldo,Moreno,GU2345F,10000.00,ExecutiveClass,En Vuelo
486,Bartholomew,Moreno,GU2345F,33000.00,EconomyClass,En Vuelo
581,Tiphani,Moreno,HY4567D,33000.00,FirstClass,Demorado
610,Sayre,Moreno,HY4567D,33000.00,ExecutiveClass,Demorado
705,Ariella,Moreno,HY4567D,12000.00,EconomyClass,Demorado
734,Silas,Moreno,IB0800A,20000.00,EconomyClass,Aterrizado
829,Conan,Moreno,FR5678G,20000.00,EconomyClass,En Horario
858,Ophelie,Moreno,FR5678G,37000.00,EconomyClass,En Horario
953,Lacey,Moreno,MM0987B,50000.00,EconomyClass,En Horario
982,Sharai,Moreno,BA2491A,10000.00,EconomyClass,Aterrizado
993,Angelia,Moreno,MM0987B,50000.00,EconomyClass,En Horario
11,Brandea,Morales,IB0800A,15000.00,FirstClass,Aterrizado
135,Dunstan,Morales,BA2491A,20000.00,ExecutiveClass,Aterrizado
259,Merrile,Morales,BA2491A,50000.00,EconomyClass,Aterrizado
383,George,Morales,TU6789B,15000.00,EconomyClass,Aterrizado
507,Patrice,Morales,GU2345F,37000.00,EconomyClass,En Vuelo
631,Ivonne,Morales,HY4567D,20000.00,ExecutiveClass,Demorado
755,Dorian,Morales,FR5678G,15000.00,FirstClass,En Horario
879,Barbey,Morales,FR5678G,12000.00,EconomyClass,En Horario
46,Lonnard,Molina,IB0800A,50000.00,FirstClass,Aterrizado
170,Devi,Molina,IB0800A,25000.00,EconomyClass,Aterrizado
294,Cleo,Molina,BA2491A,50000.00,EconomyClass,Aterrizado
418,Addia,Molina,TU6789B,20000.00,EconomyClass,Aterrizado
542,Gene,Molina,GU2345F,15000.00,EconomyClass,En Vuelo
666,Caritta,Molina,HY4567D,12000.00,EconomyClass,Demorado
790,Noll,Molina,FR5678G,30000.00,ExecutiveClass,En Horario
914,Curry,Molina,MM0987B,20000.00,EconomyClass,En Horario
43,Bradney,Miranda,BA2491A,25000.00,ExecutiveClass,Aterrizado
167,Didi,Miranda,IB0800A,15000.00,EconomyClass,Aterrizado
291,Chalmers,Miranda,BA2491A,10000.00,EconomyClass,Aterrizado
415,Skylar,Miranda,TU6789B,20000.00,EconomyClass,Aterrizado
539,Christie,Miranda,BA2491A,18000.00,EconomyClass,Aterrizado
663,Millie,Miranda,HY4567D,15000.00,EconomyClass,Demorado
787,Fayre,Miranda,FR5678G,18000.00,ExecutiveClass,En Horario
911,Maurie,Miranda,MM0987B,50000.00,EconomyClass,En Horario
98,Jacquelin,Mendoza,IB0800A,30000.00,ExecutiveClass,Aterrizado
222,Marina,Mendoza,TU6789B,12000.00,FirstClass,Aterrizado
346,Janeta,Mendoza,TU6789B,10000.00,EconomyClass,Aterrizado
470,Rod,Mendoza,GU2345F,50000.00,ExecutiveClass,En Vuelo
594,Cyndia,Mendoza,HY4567D,33000.00,FirstClass,Demorado
718,Fina,Mendoza,IB0800A,42000.00,EconomyClass,Aterrizado
842,Irv,Mendoza,FR5678G,15000.00,EconomyClass,En Horario
966,Karon,Mendoza,BR3456J,10000.00,EconomyClass,Demorado
82,Kendre,Medina,IB0800A,25000.00,ExecutiveClass,Aterrizado
206,Borden,Medina,TU6789B,12000.00,FirstClass,Aterrizado
330,Rosemarie,Medina,TU6789B,33000.00,EconomyClass,Aterrizado
454,Korella,Medina,GU2345F,33000.00,ExecutiveClass,En Vuelo
578,Scarlett,Medina,HY4567D,20000.00,FirstClass,Demorado
702,Rikki,Medina,HY4567D,12000.00,EconomyClass,Demorado
826,Yetta,Medina,FR5678G,25000.00,EconomyClass,En Horario
950,Lonna,Medina,BR3456J,10000.00,EconomyClass,Demorado
9,Jeanine,Martínez,MM0987B,18000.00,FirstClass,En Horario
105,Kilian,Martínez,MM0987B,42000.00,ExecutiveClass,En Horario
133,Cordy,Martínez,BA2491A,18000.00,ExecutiveClass,Aterrizado
229,Tabina,Martínez,TU6789B,10000.00,FirstClass,Aterrizado
257,Jori,Martínez,BA2491A,12000.00,EconomyClass,Aterrizado
353,Carita,Martínez,TU6789B,42000.00,EconomyClass,Aterrizado
381,Silas,Martínez,BA2491A,15000.00,EconomyClass,Aterrizado
477,Mariele,Martínez,GU2345F,33000.00,EconomyClass,En Vuelo
505,Martguerita,Martínez,GU2345F,50000.00,EconomyClass,En Vuelo
601,Emmalee,Martínez,HY4567D,18000.00,FirstClass,Demorado
629,Mace,Martínez,HY4567D,18000.00,ExecutiveClass,Demorado
725,Cristina,Martínez,IB0800A,15000.00,EconomyClass,Aterrizado
753,Andrej,Martínez,FR5678G,50000.00,FirstClass,En Horario
849,Gibb,Martínez,FR5678G,20000.00,EconomyClass,En Horario
877,Mac,Martínez,FR5678G,25000.00,EconomyClass,En Horario
973,Guglielma,Martínez,IB0800A,15000.00,EconomyClass,Aterrizado
109,Trixie,Martín,IB0800A,42000.00,ExecutiveClass,Aterrizado
233,Peter,Martín,BA2491A,12000.00,EconomyClass,Aterrizado
357,Nisse,Martín,TU6789B,37000.00,EconomyClass,Aterrizado
481,Lionello,Martín,GU2345F,37000.00,EconomyClass,En Vuelo
605,Minda,Martín,HY4567D,15000.00,ExecutiveClass,Demorado
729,Osbert,Martín,IB0800A,33000.00,EconomyClass,Aterrizado
853,Eve,Martín,FR5678G,12000.00,EconomyClass,En Horario
977,Wenonah,Martín,IB0800A,12000.00,EconomyClass,Aterrizado
80,Jesselyn,Maldonado,IB0800A,30000.00,ExecutiveClass,Aterrizado
204,Jillana,Maldonado,BA2491A,18000.00,EconomyClass,Aterrizado
328,Matias,Maldonado,TU6789B,33000.00,EconomyClass,Aterrizado
452,Samara,Maldonado,GU2345F,50000.00,ExecutiveClass,En Vuelo
576,Corrina,Maldonado,HY4567D,15000.00,FirstClass,Demorado
700,Abbot,Maldonado,HY4567D,33000.00,EconomyClass,Demorado
824,Mercie,Maldonado,FR5678G,42000.00,EconomyClass,En Horario
948,Agustin,Maldonado,BR3456J,25000.00,EconomyClass,Demorado
13,Shel,López,MM0987B,50000.00,FirstClass,En Horario
104,Geneva,López,MM0987B,33000.00,ExecutiveClass,En Horario
137,Johnette,López,BA2491A,10000.00,ExecutiveClass,Aterrizado
228,Jeniece,López,TU6789B,15000.00,FirstClass,Aterrizado
261,Josiah,López,TU6789B,10000.00,ExecutiveClass,Aterrizado
352,Marieann,López,TU6789B,50000.00,EconomyClass,Aterrizado
385,Gayel,López,TU6789B,20000.00,EconomyClass,Aterrizado
476,Abigael,López,GU2345F,12000.00,ExecutiveClass,En Vuelo
509,Cornie,López,MM0987B,42000.00,EconomyClass,En Horario
600,Cornall,López,HY4567D,18000.00,FirstClass,Demorado
633,Shandra,López,HY4567D,50000.00,EconomyClass,Demorado
724,Zia,López,IB0800A,42000.00,EconomyClass,Aterrizado
757,Kerianne,López,FR5678G,37000.00,FirstClass,En Horario
848,Rasia,López,FR5678G,37000.00,EconomyClass,En Horario
881,Kenna,López,FR5678G,25000.00,EconomyClass,En Horario
972,Sloan,López,IB0800A,42000.00,EconomyClass,Aterrizado
70,Sayre,Leiva,IB0800A,33000.00,FirstClass,Aterrizado
194,Philipa,Leiva,TU6789B,42000.00,FirstClass,Aterrizado
318,Urban,Leiva,BA2491A,10000.00,EconomyClass,Aterrizado
442,Tam,Leiva,GU2345F,20000.00,ExecutiveClass,En Vuelo
566,Lemmie,Leiva,GU2345F,18000.00,EconomyClass,En Vuelo
690,Krystyna,Leiva,HY4567D,50000.00,EconomyClass,Demorado
814,Obadiah,Leiva,FR5678G,12000.00,EconomyClass,En Horario
938,Arabel,Leiva,IB0800A,50000.00,EconomyClass,Aterrizado
79,Roland,Lagos,IB0800A,25000.00,ExecutiveClass,Aterrizado
203,Cissiee,Lagos,BA2491A,18000.00,EconomyClass,Aterrizado
327,Nerty,Lagos,TU6789B,20000.00,EconomyClass,Aterrizado
451,Margalit,Lagos,GU2345F,15000.00,ExecutiveClass,En Vuelo
575,Florida,Lagos,HY4567D,37000.00,FirstClass,Demorado
699,Evelyn,Lagos,HY4567D,10000.00,EconomyClass,Demorado
823,Tania,Lagos,FR5678G,42000.00,EconomyClass,En Horario
947,Martyn,Lagos,BR3456J,25000.00,EconomyClass,Demorado
110,Dominick,Jiménez,IB0800A,30000.00,ExecutiveClass,Aterrizado
234,Pietro,Jiménez,BA2491A,18000.00,EconomyClass,Aterrizado
358,Ula,Jiménez,TU6789B,50000.00,EconomyClass,Aterrizado
482,Tori,Jiménez,GU2345F,42000.00,EconomyClass,En Vuelo
606,Dedie,Jiménez,HY4567D,33000.00,ExecutiveClass,Demorado
730,Emmet,Jiménez,IB0800A,37000.00,EconomyClass,Aterrizado
854,Levon,Jiménez,FR5678G,25000.00,EconomyClass,En Horario
978,Warner,Jiménez,IB0800A,30000.00,EconomyClass,Aterrizado
37,Stefa,Jara,BA2491A,42000.00,FirstClass,Aterrizado
161,Ferdie,Jara,IB0800A,15000.00,EconomyClass,Aterrizado
285,Bartel,Jara,TU6789B,37000.00,ExecutiveClass,Aterrizado
409,Sileas,Jara,TU6789B,20000.00,EconomyClass,Aterrizado
533,Dennison,Jara,GU2345F,25000.00,EconomyClass,En Vuelo
657,Boothe,Jara,HY4567D,12000.00,EconomyClass,Demorado
781,Felike,Jara,FR5678G,33000.00,ExecutiveClass,En Horario
905,Freda,Jara,BR3456J,42000.00,FirstClass,Demorado
35,Jehanna,Herrera,BA2491A,50000.00,FirstClass,Aterrizado
159,Kipp,Herrera,IB0800A,15000.00,EconomyClass,Aterrizado
283,Osbert,Herrera,TU6789B,15000.00,ExecutiveClass,Aterrizado
407,Mikael,Herrera,TU6789B,50000.00,EconomyClass,Aterrizado
531,Maxi,Herrera,GU2345F,37000.00,EconomyClass,En Vuelo
655,Maddy,Herrera,HY4567D,25000.00,EconomyClass,Demorado
779,Melva,Herrera,FR5678G,42000.00,ExecutiveClass,En Horario
903,Judas,Herrera,BR3456J,10000.00,FirstClass,Demorado
15,Megen,Hernández,BA2491A,10000.00,FirstClass,Aterrizado
112,Tersina,Hernández,IB0800A,30000.00,ExecutiveClass,Aterrizado
139,Yankee,Hernández,BA2491A,42000.00,ExecutiveClass,Aterrizado
236,Anastasia,Hernández,BA2491A,18000.00,EconomyClass,Aterrizado
263,Orelee,Hernández,TU6789B,20000.00,ExecutiveClass,Aterrizado
360,Honor,Hernández,TU6789B,30000.00,EconomyClass,Aterrizado
387,Juliann,Hernández,TU6789B,50000.00,EconomyClass,Aterrizado
484,Kym,Hernández,GU2345F,20000.00,EconomyClass,En Vuelo
511,Markos,Hernández,MM0987B,20000.00,EconomyClass,En Horario
608,Joshia,Hernández,HY4567D,25000.00,ExecutiveClass,Demorado
635,Sherwin,Hernández,HY4567D,10000.00,EconomyClass,Demorado
732,Enrica,Hernández,IB0800A,18000.00,EconomyClass,Aterrizado
759,Nanete,Hernández,FR5678G,37000.00,FirstClass,En Horario
856,Henrieta,Hernández,FR5678G,30000.00,EconomyClass,En Horario
883,Callida,Hernández,FR5678G,33000.00,EconomyClass,En Horario
980,Brana,Hernández,BA2491A,10000.00,EconomyClass,Aterrizado
59,Celene,Henríquez,MM0987B,50000.00,FirstClass,En Horario
183,Ruthe,Henríquez,MM0987B,30000.00,ExecutiveClass,En Horario
307,Renie,Henríquez,TU6789B,33000.00,EconomyClass,Aterrizado
431,Smitty,Henríquez,GU2345F,15000.00,FirstClass,En Vuelo
555,Clarice,Henríquez,GU2345F,33000.00,EconomyClass,En Vuelo
679,Tomi,Henríquez,HY4567D,50000.00,EconomyClass,Demorado
803,Lazaro,Henríquez,FR5678G,10000.00,ExecutiveClass,En Horario
927,Robinia,Henríquez,BR3456J,10000.00,EconomyClass,Demorado
33,Earle,Gómez,BA2491A,10000.00,FirstClass,Aterrizado
108,Carlie,Gómez,MM0987B,10000.00,ExecutiveClass,En Horario
157,Maryjo,Gómez,IB0800A,12000.00,EconomyClass,Aterrizado
232,Alla,Gómez,BA2491A,30000.00,EconomyClass,Aterrizado
281,Rafaellle,Gómez,TU6789B,50000.00,ExecutiveClass,Aterrizado
356,Isabelle,Gómez,TU6789B,20000.00,EconomyClass,Aterrizado
405,Amerigo,Gómez,TU6789B,33000.00,EconomyClass,Aterrizado
480,Marissa,Gómez,GU2345F,37000.00,EconomyClass,En Vuelo
529,Daveta,Gómez,GU2345F,20000.00,EconomyClass,En Vuelo
604,Arvin,Gómez,HY4567D,50000.00,ExecutiveClass,Demorado
653,Harmonia,Gómez,HY4567D,12000.00,EconomyClass,Demorado
728,Klara,Gómez,IB0800A,50000.00,EconomyClass,Aterrizado
777,Ree,Gómez,FR5678G,42000.00,ExecutiveClass,En Horario
852,Giacopo,Gómez,FR5678G,18000.00,EconomyClass,En Horario
901,Shaughn,Gómez,BR3456J,50000.00,FirstClass,Demorado
976,Arlina,Gómez,IB0800A,33000.00,EconomyClass,Aterrizado
58,Lianna,Guzmán,MM0987B,12000.00,FirstClass,En Horario
182,Loutitia,Guzmán,MM0987B,25000.00,ExecutiveClass,En Horario
306,Silvan,Guzmán,TU6789B,12000.00,EconomyClass,Aterrizado
430,Pincus,Guzmán,GU2345F,42000.00,FirstClass,En Vuelo
554,Lucais,Guzmán,GU2345F,42000.00,EconomyClass,En Vuelo
678,Nilson,Guzmán,HY4567D,10000.00,EconomyClass,Demorado
802,Sheilah,Guzmán,FR5678G,42000.00,ExecutiveClass,En Horario
926,Abbie,Guzmán,BR3456J,18000.00,EconomyClass,Demorado
24,Reagen,Gutiérrez,MM0987B,42000.00,FirstClass,En Horario
119,Glenda,Gutiérrez,MM0987B,37000.00,ExecutiveClass,En Horario
148,Benton,Gutiérrez,IB0800A,12000.00,EconomyClass,Aterrizado
243,Brigham,Gutiérrez,TU6789B,25000.00,ExecutiveClass,Aterrizado
272,Duncan,Gutiérrez,TU6789B,37000.00,ExecutiveClass,Aterrizado
367,Maryellen,Gutiérrez,TU6789B,37000.00,EconomyClass,Aterrizado
396,Iorgos,Gutiérrez,MM0987B,18000.00,ExecutiveClass,En Horario
491,Skipton,Gutiérrez,GU2345F,10000.00,EconomyClass,En Vuelo
520,Coop,Gutiérrez,GU2345F,37000.00,EconomyClass,En Vuelo
615,Idalina,Gutiérrez,HY4567D,50000.00,ExecutiveClass,Demorado
644,Malachi,Gutiérrez,HY4567D,25000.00,EconomyClass,Demorado
739,Winnifred,Gutiérrez,FR5678G,10000.00,FirstClass,En Horario
768,Blakeley,Gutiérrez,FR5678G,18000.00,ExecutiveClass,En Horario
863,Cherish,Gutiérrez,FR5678G,42000.00,EconomyClass,En Horario
892,Devland,Gutiérrez,FR5678G,10000.00,EconomyClass,En Horario
987,Mohammed,Gutiérrez,BA2491A,42000.00,EconomyClass,Aterrizado
998,Jaye,Gutiérrez,MM0987B,25000.00,EconomyClass,En Horario
97,Marcellus,Guerrero,IB0800A,50000.00,ExecutiveClass,Aterrizado
221,Aylmer,Guerrero,TU6789B,33000.00,FirstClass,Aterrizado
345,Aldric,Guerrero,TU6789B,50000.00,EconomyClass,Aterrizado
469,Chrisy,Guerrero,GU2345F,15000.00,ExecutiveClass,En Vuelo
593,Vic,Guerrero,HY4567D,25000.00,FirstClass,Demorado
717,Hyacinthia,Guerrero,IB0800A,25000.00,EconomyClass,Aterrizado
841,Shelley,Guerrero,FR5678G,15000.00,EconomyClass,En Horario
965,Kirstin,Guerrero,BR3456J,12000.00,EconomyClass,Demorado
1,Lou,González,BA2491A,10000.00,FirstClass,Aterrizado
101,Marcille,González,IB0800A,10000.00,ExecutiveClass,Aterrizado
125,Esteban,González,IB0800A,15000.00,EconomyClass,Aterrizado
225,Adriano,González,TU6789B,33000.00,FirstClass,Aterrizado
249,Jessee,González,TU6789B,30000.00,ExecutiveClass,Aterrizado
349,Cassie,González,TU6789B,50000.00,EconomyClass,Aterrizado
373,Veronica,González,TU6789B,42000.00,EconomyClass,Aterrizado
473,Erek,González,GU2345F,10000.00,ExecutiveClass,En Vuelo
497,Fredia,González,GU2345F,30000.00,EconomyClass,En Vuelo
597,Isabelle,González,HY4567D,20000.00,FirstClass,Demorado
621,Odessa,González,HY4567D,50000.00,ExecutiveClass,Demorado
721,Riobard,González,IB0800A,42000.00,EconomyClass,Aterrizado
745,Gordon,González,FR5678G,12000.00,FirstClass,En Horario
845,Yardley,González,FR5678G,50000.00,EconomyClass,En Horario
869,Malory,González,FR5678G,42000.00,EconomyClass,En Horario
969,Charlie,González,IB0800A,50000.00,EconomyClass,Aterrizado
78,Morse,Godoy,IB0800A,25000.00,ExecutiveClass,Aterrizado
202,Yorke,Godoy,BA2491A,15000.00,EconomyClass,Aterrizado
326,Lina,Godoy,TU6789B,12000.00,EconomyClass,Aterrizado
450,Alexandr,Godoy,GU2345F,18000.00,ExecutiveClass,En Vuelo
574,Phillipe,Godoy,GU2345F,37000.00,EconomyClass,En Vuelo
698,Paddie,Godoy,HY4567D,33000.00,EconomyClass,Demorado
822,Jefferey,Godoy,FR5678G,10000.00,EconomyClass,En Horario
946,Kimberley,Godoy,BR3456J,18000.00,EconomyClass,Demorado
56,Bernardine,Garrido,MM0987B,33000.00,FirstClass,En Horario
180,Nial,Garrido,MM0987B,15000.00,ExecutiveClass,En Horario
304,Coleman,Garrido,TU6789B,33000.00,EconomyClass,Aterrizado
428,Kelly,Garrido,GU2345F,37000.00,FirstClass,En Vuelo
552,Delmore,Garrido,GU2345F,33000.00,EconomyClass,En Vuelo
676,Nani,Garrido,HY4567D,50000.00,EconomyClass,Demorado
800,Daffi,Garrido,FR5678G,12000.00,ExecutiveClass,En Horario
924,Orlan,Garrido,BR3456J,25000.00,ExecutiveClass,Demorado
42,Ame,García,BA2491A,50000.00,ExecutiveClass,Aterrizado
166,Darleen,García,IB0800A,42000.00,EconomyClass,Aterrizado
290,Gordon,García,BA2491A,25000.00,EconomyClass,Aterrizado
414,Morie,García,TU6789B,12000.00,EconomyClass,Aterrizado
538,Caren,García,BA2491A,12000.00,EconomyClass,Aterrizado
662,Byrom,García,HY4567D,42000.00,EconomyClass,Demorado
786,Edan,García,FR5678G,50000.00,ExecutiveClass,En Horario
910,Atlante,García,MM0987B,33000.00,EconomyClass,En Horario
54,Julina,Gallardo,MM0987B,33000.00,FirstClass,En Horario
178,Mellicent,Gallardo,MM0987B,50000.00,ExecutiveClass,En Horario
302,Ron,Gallardo,TU6789B,20000.00,EconomyClass,Aterrizado
426,Minnnie,Gallardo,GU2345F,20000.00,FirstClass,En Vuelo
550,Mathe,Gallardo,GU2345F,12000.00,EconomyClass,En Vuelo
674,Lamont,Gallardo,HY4567D,33000.00,EconomyClass,Demorado
798,Yelena,Gallardo,FR5678G,50000.00,ExecutiveClass,En Horario
922,Wenda,Gallardo,BR3456J,12000.00,ExecutiveClass,Demorado
14,Bronnie,Fuentes,MM0987B,20000.00,FirstClass,En Horario
138,Brynn,Fuentes,BA2491A,50000.00,ExecutiveClass,Aterrizado
262,Melisa,Fuentes,TU6789B,12000.00,ExecutiveClass,Aterrizado
